pl_name,ra,dec,X,Y,Z
GJ 3138 d,32.2977385,-16.3392495,-17.741105651688667,12.970284313515679,18.100666410996848
GJ 317 b,130.2445254,-23.452809,1.6409202836182595,-14.975826190366606,-1.9936751938918718
GJ 317 c,130.2445254,-23.452809,1.6409202836182595,-14.975826190366606,-1.9936751938918718
GJ 3222 b,50.8972464,-40.0762325,-7.773875120400778,-7.455143609318528,14.717966718461858
GJ 328 b,133.7819507,1.5420011,0.5704704989598958,19.805810973427263,-5.361503768037907
GJ 328 c,133.7819507,1.5420011,0.5704704989598958,19.805810973427263,-5.361503768037907
GJ 3293 b,67.1484425,-25.1713396,-18.615483936206264,0.7188844022261995,-7.78429040613738
GJ 3293 c,67.1484425,-25.1713396,-18.615483936206264,0.7188844022261995,-7.78429040613738
GJ 3293 d,67.1484425,-25.1713396,-18.615483936206264,0.7188844022261995,-7.78429040613738
GJ 3293 e,67.1484425,-25.1713396,-18.615483936206264,0.7188844022261995,-7.78429040613738
GJ 3323 b,75.4868824,-6.9485133,0.37439922302143813,-0.2937827185514775,5.353729724377336
GJ 3323 c,75.4868824,-6.9485133,0.37439922302143813,-0.2937827185514775,5.353729724377336
GJ 3341 b,78.9471415,-31.2948458,-9.288275142387503,-1.1301595129265558,-21.686582150137166
GJ 338 B b,138.5916722,52.6835211,-1.6789725656226497,1.4831632551904106,5.923056139860526
GJ 3470 b,119.7735021,15.391209,-10.706247134408095,3.509412397068,27.178651086547394
GJ 3473 b,120.5936065,3.3371629,-25.143629283794645,-4.981012417533192,9.581117319785015
GJ 3473 c,120.5936065,3.3371629,-25.143629283794645,-4.981012417533192,9.581117319785015
GJ 3512 b,130.3316616,59.4918364,9.291053418866989,-1.8681504117847063,-0.42137416105960573
GJ 3512 c,130.3316616,59.4918364,9.291053418866989,-1.8681504117847063,-0.42137416105960573
GJ 357 b,144.0074644,-21.6650634,4.3335426909902575,1.4654159660374473,8.259584727330271
GJ 357 c,144.0074644,-21.6650634,4.3335426909902575,1.4654159660374473,8.259584727330271
GJ 357 d,144.0074644,-21.6650634,4.3335426909902575,1.4654159660374473,8.259584727330271
GJ 3634 b,164.6433493,-31.1443383,18.809767920081498,5.237933052721529,5.832280560628085
GJ 367 b,146.121464,-45.7790165,-2.107010921349119,-9.16701709103971,-0.35200304942054933
GJ 367 c,146.121464,-45.7790165,-2.107010921349119,-9.16701709103971,-0.35200304942054933
GJ 367 d,146.121464,-45.7790165,-2.107010921349119,-9.16701709103971,-0.35200304942054933
GJ 3779 b,200.7335358,24.4639425,-3.477544630360762,2.74830617695981,13.008595062555125
GJ 3929 b,239.5775678,35.4081141,-7.598853310754127,-8.660408827261874,10.825665686521345
GJ 3929 c,239.5775678,35.4081141,-7.598853310754127,-8.660408827261874,10.825665686521345
GJ 393 b,157.2288672,0.8378485,0.6994725807738023,0.7769843352961648,6.953336254744914
GJ 3942 b,242.2645452,52.9441443,5.362945634332228,-2.676669352191584,-15.832092059871151
GJ 3988 b,255.8503747,51.4089795,-4.033588719113153,-8.858093715811727,-1.8661050390961211
GJ 3998 b,259.0020507,11.0561751,1.081356808319386,-17.822083478977596,3.236926741749829
GJ 3998 c,259.0020507,11.0561751,1.081356808319386,-17.822083478977596,3.236926741749829
GJ 411 b,165.834471,35.972317,-0.5475594767749379,-3.4815109071852786,-4.4490065823813865
GJ 414 A b,167.7745044,30.4451688,-6.412334796056696,9.372107661625304,-3.5215074800694146
GJ 414 A c,167.7745044,30.4451688,-6.412334796056696,9.372107661625304,-3.5215074800694146
GJ 422 b,168.9810458,-57.5425629,-4.261688671656428,6.548903305595971,9.965138070786049
GJ 4276 b,336.3221454,59.412503,3.506367948050732,-0.9997632285088387,-21.022352098178832
GJ 433 b,173.8619194,-32.5436302,-3.4170985402626433,7.200498674476524,-4.317696654305017
GJ 433 c,173.8619194,-32.5436302,-3.4170985402626433,7.200498674476524,-4.317696654305017
GJ 433 d,173.8619194,-32.5436302,-3.4170985402626433,7.200498674476524,-4.317696654305017
GJ 436 b,175.5505363,26.7030669,-0.0016969273137592213,-3.6054548193174627,9.062328507089012
GJ 463 b,185.7440496,64.0324311,-2.5254673758630966,-6.507019281354414,-16.97649621581359
GJ 480 b,189.7134226,11.6950708,8.600538580379038,-10.22135938164717,4.92062497642577
GJ 486 b,191.981531,9.7494181,2.5835802425213177,0.8694964061118715,-7.600181818733815
GJ 504 b,199.192348,9.4249781,16.75323206143094,0.0033529790199562505,-5.160096730040455
GJ 514 b,202.5040424,10.3725387,-4.408245351156783,-6.135330463107183,0.9775812809549973
GJ 536 b,210.2597264,-2.6522901,-2.067596922435548,-1.1009800768881577,-10.142205404971367
GJ 581 b,229.8564725,-7.7226935,-0.40982330519860016,3.1036007044082736,-5.464958475241378
GJ 581 c,229.8564725,-7.7226935,-0.40982330519860016,3.1036007044082736,-5.464958475241378
GJ 581 e,229.8564725,-7.7226935,-0.40982330519860016,3.1036007044082736,-5.464958475241378
GJ 625 b,246.3557854,54.3033625,-3.90709347610165,-4.886190330137932,1.6591839641132304
GJ 649 b,254.5363221,25.7419719,-0.5725838064701676,-0.3995342883526874,-10.35609078257808
GJ 667 C b,259.7510609,-34.9977651,-5.51834464779496,2.5995871758782774,-3.907041763887599
GJ 667 C c,259.7510609,-34.9977651,-5.51834464779496,2.5995871758782774,-3.907041763887599
GJ 667 C e,259.7510609,-34.9977651,-5.51834464779496,2.5995871758782774,-3.907041763887599
GJ 667 C f,259.7510609,-34.9977651,-5.51834464779496,2.5995871758782774,-3.907041763887599
GJ 667 C g,259.7510609,-34.9977651,-5.51834464779496,2.5995871758782774,-3.907041763887599
GJ 674 b,262.1700476,-46.8989826,4.382633605134283,1.00264890230657,-0.6930042881909952
GJ 676 A b,262.5448903,-51.6377777,-3.0830686564095227,15.327211806793207,3.5273794422437956
GJ 676 A c,262.5448903,-51.6377777,-3.0830686564095227,15.327211806793207,3.5273794422437956
GJ 676 A d,262.5448903,-51.6377777,-3.0830686564095227,15.327211806793207,3.5273794422437956
GJ 676 A e,262.5448903,-51.6377777,-3.0830686564095227,15.327211806793207,3.5273794422437956
GJ 680 b,263.8072214,-48.6788427,0.013248944238082384,-0.8361721625144918,9.636932681232778
GJ 682 b,264.2610245,-44.3232519,1.6941422724257975,-0.6011010908418305,4.672868975636778
GJ 682 c,264.2610245,-44.3232519,1.6941422724257975,-0.6011010908418305,4.672868975636778
GJ 685 b,263.8960378,61.6793482,0.013112118137246631,-0.029496930666191273,14.315463605955598
GJ 687 b,264.1041731,68.3336741,0.674527781478784,-0.6691076819151061,4.44907367371181
GJ 687 c,264.1041731,68.3336741,0.674527781478784,-0.6691076819151061,4.44907367371181
